"map_index","status","method","category","kor_name","english_name","region","is_dlc","e_titles","image_count","image_urls","latitude","longitude"
"1241","unmatched","","consumable","황금의 룬","Golden Rune","surface","False","","0","","-91.18125","70.018209"
"1434","unmatched","","consumable","영웅의 룬 [1]","Hero's Rune (1)","surface","False","","0","","-105.6","112.59"
"1435","unmatched","","consumable","영웅의 룬 [1]","Hero's Rune (1) A","surface","False","","0","","-66.015625","168.738305"
"1441","unmatched","","consumable","영웅의 룬 [1]","Hero's Rune [1] - Hidden Path to the Haligtree","surface","False","","0","","-84.289062","141.018497"
"1525","unmatched","","consumable","영혼 불 화살 - 15x Elphael, Brace of the Haligtree","Spiritflame Arrow - 15x Elphael, Brace of the Haligtree","surface","False","","0","","-35.121875","148.154407"
"1560","unmatched","","flask_upgrade","넘치는 붉은 결정 물방울","Crimsonspill Crystal Tear","surface","False","","0","","-86.176562","91.74612"
"1562","unmatched","","flask_upgrade","기량 혹 결정 물방울","Dexterity-knot Crystal Tear","surface","False","","0","","-154.046875","63.677607"
"1563","unmatched","","flask_upgrade","신앙 혹 결정 물방울","Faith-knot Crystal Tear","surface","False","","0","","-205.26094","108.12919"
"1564","unmatched","","flask_upgrade","화염 두른 깨진 물방울","Flame-Shrouding Cracked Tear","surface","False","","0","","-166.995312","129.17451"
"1598","unmatched","","flask_upgrade","넘치는 초록 결정 물방울","Greenspill Crystal Tear","surface","False","","0","","-189.09375","122.494002"
"1600","unmatched","","flask_upgrade","지력 혹 결정 물방울","Intelligence-knot Crystal Tear","surface","False","","0","","-112.1328","54.722"
"1622","unmatched","","flask_upgrade","돌가시 깨진 물방울","Stonebarb Cracked Tear","surface","False","","0","","-167.28125","155.70632"
"1623","unmatched","","flask_upgrade","근력 혹 결정 물방울","Strength-Knot Crystal Tear","surface","False","","0","","-177.40625","98.775087"
"1624","unmatched","","flask_upgrade","나뭇가지 깨진 물방울","Twiggy Cracked Tear","surface","False","","0","","-88.578125","114.556738"
"1644","unmatched","","key_item","영웅의 노래 그림","Champion's Song Painting","surface","False","","0","","-81.78906","83.3516"
"1645","unmatched","","key_item","케로네의 마술사탑 거북이 표식 1","Chelona's Rise Turtle Marker 1","surface","False","","0","","-168.382813","44.289076"
"1646","unmatched","","key_item","케로네의 마술사탑 거북이 표식 2","Chelona's Rise Turtle Marker 2","surface","False","","0","","-165.175","59.499918"
"1647","unmatched","","key_item","케로네의 마술사탑 거북이 표식 3","Chelona's Rise Turtle Marker 3","surface","False","","0","","-156.337499","46.182232"
"1662","unmatched","","key_item","덱타스의 부절(좌)","Dectus Medallion (Left)","surface","False","","0","","-194.921875","126.07481"
"1663","unmatched","","key_item","덱타스의 부절(우)","Dectus Medallion (Right)","surface","False","","0","","-172.609375","156.301929"
"1664","unmatched","","key_item","선잠","Dozing Cross-Legged","surface","False","","0","","-179.367187","87.004378"
"1671","unmatched","","key_item","손가락 끊기 칼","Finger Severer","surface","False","","0","","-195.671875","100.963762"
"1672","unmatched","","key_item","손가락 자국 포도","Fingerprint Grape","surface","False","","0","","-116.40625","72.137323"
"1675","unmatched","","key_item","날지 못하는 새 그림","Flightless Bird Painting","surface","False","","0","","-103.890625","112.599511"
"1697","unmatched","","key_item","영혼 묘 은방울꽃 채취자의 방울 [3]","Ghost-Glovewort Picker's Bell Bearing (3)","surface","False","","0","","-34.725","149.198113"
"1706","unmatched","","key_item","휘석 숫돌 칼날","Glintstone Whetblade","surface","False","","0","","-137.03125","57.743758"
"1707","unmatched","","key_item","묘 은방울꽃 채취자의 방울 [1]","Glovewort Picker's Bell Bearing (1)","surface","False","","0","","-91.882812","73.54563"
"1708","unmatched","","key_item","묘 은방울꽃 채취자의 방울 [3]","Glovewort Picker's Bell Bearing (3)","surface","False","","0","","-132.609375","214.80106"
"1710","unmatched","","key_item","금 바늘","Gold Sewing Needle","surface","False","","0","","-132.40625","67.884738"
"1712","unmatched","","key_item","황금 재봉 도구","Golden Tailoring Tools","surface","False","","0","","-131.5","67.66595"
"1713","unmatched","","key_item","고스토크의 방울","Gostoc's Bell Bearing","surface","False","","0","","-182.117187","89.293605"
"1714","unmatched","","key_item","중력석 장사의 방울","Gravity Stone Peddler's Bell Bearing","surface","False","","0","","-164.190625","136.369853"
"1716","unmatched","","key_item","성수의 비부절(좌)","Haligtree Secret Medallion (Left)","surface","False","","0","","-57.65625","158.39342"
"1717","unmatched","","key_item","성수의 비부절(우)","Haligtree Secret Medallion (Right)","surface","False","","0","","-160.182812","53.549318"
"1718","unmatched","","key_item","귀소 그림","Homecoming Painting","surface","False","","0","","-181.007812","113.957838"
"1722","unmatched","","key_item","철 숫돌 칼날","Iron Whetblade","surface","False","","0","","-178.875","86.305276"
"1729","unmatched","","key_item","화산관에서 온 편지","Letter from Volcano Manor","surface","False","","0","","-88.085937","64.17401"
"1730","unmatched","","key_item","베르나르에게 보내는 편지","Letter to Bernahl","surface","False","","0","","-88.429687","64.879556"
"1731","unmatched","","key_item","패치에게 보내는 편지","Letter to Patches","surface","False","","0","","-86.745312","64.499259"
"1734","unmatched","","key_item","고기 장사의 방울","Meat Peddler's Bell Bearing","surface","False","","0","","-130.542187","69.004289"
"1735","unmatched","","key_item","약 장사의 방울","Medicine Peddler's Bell Bearing","surface","False","","0","","-89.296","108.02"
"1769","unmatched","","key_item","피디의 방울","Pidia's Bell Bearing","surface","False","","0","","-107","55"
"1772","unmatched","","key_item","말하는 머리 ""시작하자""","Prattling Pate (Let's get to it) ","surface","False","","0","","-95.523437","89.269543"
"1773","unmatched","","key_item","말하는 머리 ""내 사랑""","Prattling Pate (My Beloved)","surface","False","","0","","-48.609375","146.665146"
"1774","unmatched","","key_item","말하는 머리 ""도와줘""","Prattling Pate (Please Help)","surface","False","","0","","-208.882812","118.668282"
"1776","unmatched","","key_item","말하는 머리 ""대단해""","Prattling Pate (Wonderful)","surface","False","","0","","-161.914062","83.574537"
"1778","unmatched","","key_item","예언 그림","Prophecy Painting","surface","False","","0","","-177.1625","85.339626"
"1780","unmatched","","key_item","배율자의 손가락","Recusant Finger","surface","False","","0","","-88.429687","64.385087"
"1781","unmatched","","key_item","붉은 편지","Red Letter","surface","False","","0","","-87.77344","64.20698"
"1782","unmatched","","key_item","붉은 숫돌 칼날","Red-Hot Whetblade","surface","False","","0","","-194","157"
"1783","unmatched","","key_item","붉은 사자 그림","Redmane Painting","surface","False","","0","","-177.45","147.935372"
"1790","unmatched","","key_item","재탄 그림","Resurrection Painting","surface","False","","0","","-140.914062","79.059176"
"1797","unmatched","","key_item","신성 숫돌 칼날","Sanctified Whetblade","surface","False","","0","","-105.492","113.16808"
"1798","unmatched","","key_item","온상 저주 - East Leyndell, Royal Capital","Seedbed Curse - East Leyndell, Royal Capital","surface","False","","0","","-102.6","118.73"
"1799","unmatched","","key_item","온상 저주 - Volcano Manor","Seedbed Curse - Volcano Manor","surface","False","","0","","-87.515625","62.472318"
"1800","unmatched","","key_item","온상 저주 - West Leyndell, Royal Capital","Seedbed Curse - West Leyndell, Royal Capital","surface","False","","0","","-103.828125","113.542772"
"1801","unmatched","","key_item","셀브스의 방울","Seluvis's Bell Bearing","surface","False","","0","","-109.296875","52.29408"
"1811","unmatched","","key_item","단석 채석꾼의 방울 [1]","Smithing-Stone Miner's Bell Bearing (1)","surface","False","","0","","-124.310938","66.566923"
"1812","unmatched","","key_item","단석 채석꾼의 방울 [2]","Smithing-Stone Miner's Bell Bearing (2)","surface","False","","0","","-105.515625","104.77761"
"1813","unmatched","","key_item","단석 채석꾼의 방울 [4]","Smithing-Stone Miner's Bell Bearing (4)","surface","False","","0","","-123.796875","216.721478"
"1814","unmatched","","key_item","단석 채석꾼의 방울 [3]","Smithing-Stone Miner's Bell Bearing [3]","surface","False","","0","","-89.589063","146.180677"
"1815","unmatched","","key_item","색 잃은 채석꾼의 방울 [1]","Somberstone Miner's Bell Bearing (1)","surface","False","","0","","-171.078125","145.606806"
"1816","unmatched","","key_item","색 잃은 채석꾼의 방울 [2]","Somberstone Miner's Bell Bearing (2)","surface","False","","0","","-93.28","91.6"
"1817","unmatched","","key_item","색 잃은 채석꾼의 방울 [3]","Somberstone Miner's Bell Bearing (3)","surface","False","","0","","-73.2","174.55"
"1818","unmatched","","key_item","색 잃은 채석꾼의 방울 [4]","Somberstone Miner's Bell Bearing (4)","surface","False","","0","","-127.25","214"
"1819","unmatched","","key_item","색 잃은 채석꾼의 방울 [5]","Somberstone Miner's Bell Bearing (5)","surface","False","","0","","-122.5","218.424622"
"1820","unmatched","","key_item","마술사 그림","Sorcerer Painting","surface","False","","0","","-60.304687","156.690235"
"1870","unmatched","","key_item","부적 주머니","Talisman Pouch (Godfrey)","surface","False","","0","","-106.929687","117.475379"
"1872","unmatched","","key_item","폭풍 매의 옛 왕","The Stormhawk King","surface","False","","0","","-181.26875","78.205959"
"1873","unmatched","","key_item","토푸스의 방울","Thops's Bell Bearing","surface","False","","0","","-137.554687","58.442722"
"1874","unmatched","","key_item","승리의 환희","Triumphant Delight","surface","False","","0","","-176.451563","107.596117"
"1879","unmatched","","map_fragment","지도 조각: 알터 고원","Map (Altus Plateau)","surface","False","","0","","-96.128125","85.640468"
"1880","unmatched","","map_fragment","지도 조각: 케일리드","Map (Caelid)","surface","False","","0","","-188.160938","142.176284"
"1881","unmatched","","map_fragment","지도 조각: 구별된 설원","Map (Consecrated Snowfield)","surface","False","","0","","-69.22","141.14"
"1882","unmatched","","map_fragment","지도 조각: 용총","Map (Dragonbarrow)","surface","False","","0","","-167.743752","143.740952"
"1883","unmatched","","map_fragment","지도 조각: 도읍 로데일","Map (Leyndell, Royal Capital)","surface","False","","0","","-101.590625","100.177386"
"1884","unmatched","","map_fragment","지도 조각: 림그레이브 동부","Map (Limgrave, East)","surface","False","","0","","-187.692472","119.932529"
"1885","unmatched","","map_fragment","지도 조각: 림그레이브 서부","Map (Limgrave, West)","surface","False","","0","","-185.390625","103.055824"
"1886","unmatched","","map_fragment","지도 조각: 리에니에 동부","Map (Liurnia, East)","surface","False","","0","","-163.5","77.1"
"1887","unmatched","","map_fragment","지도 조각: 리에니에 서부","Map (Liurnia, West)","surface","False","","0","","-118.3625","50.685469"
"1888","unmatched","","map_fragment","지도 조각: 거인들의 산령 동부","Map (Mountaintops of The Giants, East)","surface","False","","0","","-81.15","161.58"
"1889","unmatched","","map_fragment","지도 조각: 겔미어 화산","Map (Mt. Gelmir)","surface","False","","0","","-84.7","62.1"
"1890","unmatched","","map_fragment","지도 조각: 흐느낌의 반도","Map (Weeping Peninsula)","surface","False","","0","","-219.31","113"
"1891","unmatched","","map_fragment","지도 조각: 거인들의 산령 서부","Map Mountaintops of the Giants, West","surface","False","","0","","-86.84548","145.74058"
"1892","unmatched","","map_fragment","지도 조각: 리에니에 북부","Map: Liurnia, North","surface","False","","0","","-147.259943","69.593751"
"1893","unmatched","","map_fragment","만남의 장소 지도","Meeting Place Map","surface","False","","0","","-138.685369","59.759944"
"2109","unmatched","","spell","도가니의 모습/목","Aspect of the Crucible: Breath","surface","False","","0","","-87.085937","66.979244"
"2111","unmatched","","spell","황금의 마력방호","Barrier of Gold","surface","False","","0","","-104.54687","116.7466"
"2121","unmatched","","spell","하이마의 포탄","Cannon of Haima","surface","False","","0","","-119.86875","80.861837"
"2135","unmatched","","spell","영원한 어둠","Eternal Darkness","surface","False","","0","","-180.421","146.49"
"2140","unmatched","","spell","불이여 힘을!","Flame, Grant me Strength","surface","False","","0","","-181.8281","130.2834"
"2144","unmatched","","spell","냉기 무기","Frozen Armament","surface","False","","0","","-103.921875","59.240078"
"2158","unmatched","","spell","정신 맑음","Lucidity","surface","False","","0","","-143.515625","82.215419"
"2165","unmatched","","spell","독 무기","Poison Armament","surface","False","","0","","-175.54375","144.115396"
